piante;;;user-input;Sbaglio o devo bagnare le piante?
piante;;;user-input;Stasera bagneró le piante
piante;;;user-input;L'impianto di irrigazione si è rotto
piante;;;user-input;oh no, ieri sera ho scordato di bagnare le piante!
piante;;;user-input;Le piante hanno bisogno di un po' d'acqua 
piante;;;user-input;sarà meglio che prenda l'annaffiatoio
piante;;;user-input;Alfred, le piante sono da bagnare
piante;;;user-input;Dai da bere alle piante
piante;;;user-input;E' un pò che non piove...
;;;;
meteo;;;user-input;Com'è fuori?
meteo;;;user-input;Com'è la temperatura fuori?
meteo;;;user-input;Che tempo fa oggi?
meteo;;;user-input;Mamma che tempo fa?
meteo;;;user-input;Com'è il tempo oggi?
meteo;;;user-input;Che tempo fa fuori?
meteo;;;user-input;Fa caldo fuori?
meteo;;;user-input;Chissà se ora sta piovendo
meteo;;;user-input;Com'è il tempo fuori?
meteo;;;user-input;Speriamo ci sia bel tempo fuori
meteo;;;user-input;L'aria è umida, chissà se sta piovendo
meteo;;;user-input;che tempo c'è fuori?
meteo;;;user-input;Chissà che tempo c'è fuori
meteo;;;user-input;chissà che tempo fa fuori
meteo;;;user-input;Chissà che tempo fa fuori
meteo;;;user-input;Che tempo farà fuori?
meteo;;;user-input;Chissà come è oggi?
meteo;;;user-input;Speriamo ci sia bel tempo oggi
meteo;;;user-input;Non so come sia il clima fuori
meteo;;;user-input;C'è il sole fuori?
meteo;;;user-input;Com'è il cielo?
meteo;;;user-input;C'è il sole oggi?
meteo;;;user-input;Secondo te oggi è nuvoloso o sereno?
meteo;;;user-input;Com'è il tempo fuori?
meteo;;;user-input;Hai mica visto se è nuvoloso ?
meteo;;;user-input;Fuori piove?
meteo;;;user-input;In casa fa fresco, chissà fuori
meteo;;;user-input;Chissà se fuori fa freddo come in casa
meteo;;;user-input;sono stato chiuso qui dentro così a lungo che non so più che tempo faccia fuori
meteo;;;user-input;Ci sarà vento fuori? 
meteo;;;user-input;ultimamente ha fatto bello, chissà se regge
meteo;;;user-input;Sarà uscito il sole fuori? 
meteo;;;user-input;Spero piova, dato che è tanto che non lo fa. Ma non ne sono certo
meteo;;;user-input;Potrò fare una lavatrice?
meteo;;;user-input;Hai visto le previsioni del tempo?
meteo;;;user-input;Com'è il tempo?
meteo;;;user-input;Quanti gradi ci sono fuori?
meteo;;;user-input;Com'è il tempo?
meteo;;;user-input;Come si sta fuori?
meteo;;;user-input;Non so che tempo faccia fuori.
meteo;;;user-input;Sta ancora piovendo o ha smesso?
meteo;;;user-input;Non ho ancora capito che tempo fa oggi
meteo;;;user-input;Fuori c'è il sole?
meteo;;;user-input;Chissà se servirà una giacchetta stasera
meteo;;;user-input;Per sicurezza ho sempre un ombrello in borsa
meteo;;;user-input;pioverà o ci sarà il sole?
meteo;;;user-input;Speriamo che fuori non piova
meteo;;;user-input;vorrei sapere come vestirmi oggi
meteo;;;user-input;Alfred, sta piovendo? 
meteo;;;user-input;Non so quale sia il tempo fuori: spero sia bello
meteo;;;user-input;Che tempo farà?
meteo;;;user-input;Oggi dovrebbe piovere?
meteo;;;user-input;C'è il sole?
meteo;;;user-input;Com'è il tempo fuori?
meteo;;;user-input;Mamma puoi dirmi com'è la giornata fuori
meteo;;;user-input;Piove?
meteo;;;user-input;Puoi dirmi com'è il tempo?
meteo;;;user-input;Come è il tempo oggi?
meteo;;;user-input;Non ho visto se fuori c'è il sole
meteo;;;user-input;Com'è il meteo?
meteo;;;user-input;Spero non piova,ho fatto il bucato
meteo;;;user-input;Non so se portarmi una felpa oppure no
meteo;;;user-input;speriamo che ci sia il sole
meteo;;;user-input;Sarà bello fuori? 
meteo;;;user-input;non si capisce se fa bello o se fa brutto
meteo;;;user-input;Alfred, come è il tempo? 
meteo;;;user-input;Bisognerebbe consultare un meteo per sapere il tempo fuori, o affacciarsi a una finestra
meteo;;;user-input;Speriamo sia bello.
meteo;;;user-input;Secondo te farà caldo fuori?
meteo;;;user-input;Secondo te fa caldo fuori?
meteo;;;user-input;Fa freddo fuori?
meteo;;;user-input;Mamma è bel tempo?
meteo;;;user-input;Fa freddo fuori?
meteo;;;user-input;Devo controllare il tempo fuori.
meteo;;;user-input;Fa freddo fuori o si sta bene anche senza giacca?
meteo;;;user-input;E' sereno o coperto stamattina?
meteo;;;user-input;Com'è fuori?
meteo;;;user-input;Se c'è bel tempo potremmo uscire
meteo;;;user-input;La statua segna tempo è diventata rosa
meteo;;;user-input;dal rumore sembra ci sia una bufera
meteo;;;user-input;Chissà se c'è freddo fuori
meteo;;;user-input;potrò uscire senza ombrello oggi?
meteo;;;user-input;Alfred, come è il cielo? 
meteo;;;user-input;Dovrei affacciarmi per vedere il tempo che fa
meteo;;;user-input;Sarà bello?
;;;;
aria-cambiare;;;user-input;Che puzza in questa stanza
aria-cambiare;;;user-input;In questa stanza l'aria è viziata
aria-cambiare;;;user-input;Apriamo un po' le finestre!
aria-cambiare;;;user-input;Bisogna far circolare l'aria nella stanza
aria-cambiare;;;user-input;C'è odore di chiuso
aria-cambiare;;;user-input;Che aria pesante.
aria-cambiare;;;user-input;In questa stanza manca l'aria
aria-cambiare;;;user-input;C'è aria viziata
aria-cambiare;;;user-input;Soffoco
aria-cambiare;;;user-input;C'é aria viziata qui
aria-cambiare;;;user-input;C'è poco ossigeno nella stanza
aria-cambiare;;;user-input;c'è odore di chiuso
aria-cambiare;;;user-input;C'è puzza
aria-cambiare;;;user-input;qui si soffoca
aria-cambiare;;;user-input;Non si respira qua dentro 
aria-cambiare;;;user-input;Che puzza di chiuso. Apriamo le finestre
aria-cambiare;;;user-input;Che odore di chiuso.
aria-cambiare;;;user-input;C'è odore di chiuso
aria-cambiare;;;user-input;C'è puzza nella stanza
aria-cambiare;;;user-input;C'è aria viziata, apriamo le finestre?
aria-cambiare;;;user-input;Va cambiata l'aria nella stanza
aria-cambiare;;;user-input;Bisogna arieggiare
aria-cambiare;;;user-input;Qui l'aria è da cambiare.
aria-cambiare;;;user-input;C'è odore di chiuso
aria-cambiare;;;user-input;Non c'è ossigeno
aria-cambiare;;;user-input;Non si respira qua
aria-cambiare;;;user-input;Fa un po' caldo in questa stanza
aria-cambiare;;;user-input;C'è odore di chiuso
aria-cambiare;;;user-input;anche se fa freddo apro la finestra, bisogna cambiare aria
aria-cambiare;;;user-input;C'è aria viziata in camera
aria-cambiare;;;user-input;qua va cambiata un po' l'aria
aria-cambiare;;;user-input;Che odore di chiuso
aria-cambiare;;;user-input;In questa stanza non si respira
aria-cambiare;;;user-input;Un pò di aria nuova non guasterebbe.
aria-cambiare;;;user-input;Non si respira qui
aria-cambiare;;;user-input;Non si respira in questa stanza
aria-cambiare;;;user-input;Apri la finestra!
aria-cambiare;;;user-input;L'aria in questa stanza deve essere assolutamente cambiata
aria-cambiare;;;user-input;Che puzza
aria-cambiare;;;user-input;Bisogna cambiare l'aria.
aria-cambiare;;;user-input;Non si respira
aria-cambiare;;;user-input;Non c'è aria in questa stanza
aria-cambiare;;;user-input;Cambiare un po' l'aria?
aria-cambiare;;;user-input;Facciamo uscire la mosca
aria-cambiare;;;user-input;Le finestre sono sigillate?
aria-cambiare;;;user-input;sembra di essere in una stalla
aria-cambiare;;;user-input;Non si respira in salotto
aria-cambiare;;;user-input;che aria pesante che c'è qui dentro
aria-cambiare;;;user-input;Mi manca l'aria Alfred 
aria-cambiare;;;user-input;Cambiamo l’aria, c’è puzza di morto
aria-cambiare;;;user-input;Che odore!
aria-cambiare;;;user-input;Fai girare un po' l'aria qui dentro
aria-cambiare;;;user-input;Bisogna cambiare l'aria
aria-cambiare;;;user-input;Cambiamo un po' l'aria!
aria-cambiare;;;user-input;L'aria in questa stanza puzza, bisogna farla circolare
aria-cambiare;;;user-input;Non si respira
aria-cambiare;;;user-input;Non hai ancora aperto la finestra? C'è l'aria da cambiare.
aria-cambiare;;;user-input;L'aria è pesante
aria-cambiare;;;user-input;Manca aria anche a te?
aria-cambiare;;;user-input;Ossigeno?
aria-cambiare;;;user-input;C'è puzza
aria-cambiare;;;user-input;L'aria è irrespirabile
aria-cambiare;;;user-input;la mattina è sempre meglio cambiare aria 
aria-cambiare;;;user-input;Che cattivo odore in sala
aria-cambiare;;;user-input;che puzza di chiuso
aria-cambiare;;;user-input;C'è da cambiare l'aria Alfred
aria-cambiare;;;user-input;Bisognerebbe cambiare l’aria qui
aria-cambiare;;;user-input;L'aria è stagnante.
aria-cambiare;;;user-input;Senti che puzza che c'è qui
aria-cambiare;;;user-input;L'aria è un po' rarefatta
aria-cambiare;;;user-input;Dobbiamo cambiare l'aria!
aria-cambiare;;;user-input;Sento che l'aria va cambiata
aria-cambiare;;;user-input;Vado ad aprire la finestra
aria-cambiare;;;user-input;Non riesco a respirare bene.
aria-cambiare;;;user-input;C'è un cattivo odore
aria-cambiare;;;user-input;Non si respira qui
aria-cambiare;;;user-input;Apriamo una finestra?
aria-cambiare;;;user-input;Vorrei fumare una sigaretta
aria-cambiare;;;user-input;Che cattivo odore
aria-cambiare;;;user-input;in questa stanza non si respira
aria-cambiare;;;user-input;C'è puzza di gas in cucina 
aria-cambiare;;;user-input;sarà meglio aprire una finestra
aria-cambiare;;;user-input;Non c'è ossigeno qui
aria-cambiare;;;user-input;C’è un’aria pesantissima, bisogna cambiarla
aria-cambiare;;;user-input;Non si può respirare.
;;;;
rumore-fuori;;;user-input;Ho sentito un rumore
rumore-fuori;;;user-input;Ho sentito un rumore
rumore-fuori;;;user-input;Cos'è stato?
rumore-fuori;;;user-input;Mamma cosa è stato?
rumore-fuori;;;user-input;Cos'è stato?
rumore-fuori;;;user-input;Senti anche tu questo rumore?
rumore-fuori;;;user-input;Ho sentito un rumore
rumore-fuori;;;user-input;Avete sentito che botto?
rumore-fuori;;;user-input;Cos'era quel suono?
rumore-fuori;;;user-input;Speriamo non sia successo nulla di strano
rumore-fuori;;;user-input;Caspita che botta!
rumore-fuori;;;user-input;cos'è stato?
rumore-fuori;;;user-input;Cos'è stato quel rumore? 
rumore-fuori;;;user-input;cos'è stato quel rumore?
rumore-fuori;;;user-input;Che strano rumore
rumore-fuori;;;user-input;Cos’è stato?
rumore-fuori;;;user-input;Mai sentito questo rumore.
rumore-fuori;;;user-input;Viene uno strano rumore da fuori
rumore-fuori;;;user-input;Chi sta urlando nel vicinato?
rumore-fuori;;;user-input;Hai sentito quel suono?
rumore-fuori;;;user-input;Che succede?
rumore-fuori;;;user-input;Che rumore è?
rumore-fuori;;;user-input;Secondo te chi sta facendo questo baccano?
rumore-fuori;;;user-input;Ho sentito uno strano rumore
rumore-fuori;;;user-input;Assordante questo suono improvviso!
rumore-fuori;;;user-input;Uh?
rumore-fuori;;;user-input;Che rumore fastidioso
rumore-fuori;;;user-input;Mi sono spaventata
rumore-fuori;;;user-input;sbaglio, o sembrava un colpo di pistola?
rumore-fuori;;;user-input;C'è qualcuno in casa? 
rumore-fuori;;;user-input;cosa starà facendo tutto sto casino
rumore-fuori;;;user-input;Che fastidio questo rumore 
rumore-fuori;;;user-input;Hai sentito? Che strano rumore
rumore-fuori;;;user-input;Che fanno i vicini?
rumore-fuori;;;user-input;Lo hai sentito anche tu quel rumore?
rumore-fuori;;;user-input;Cos'è questo frastuono?
rumore-fuori;;;user-input;Cos'era quel rumore?
rumore-fuori;;;user-input;Che strano rumore, cos'è?
rumore-fuori;;;user-input;Cosa stanno facendo fuori?
rumore-fuori;;;user-input;Sento un rumore strano.
rumore-fuori;;;user-input;Credo che fuori stia succendo qualcosa
rumore-fuori;;;user-input;Cosa è stato questo rumore?
rumore-fuori;;;user-input;Avete sentito anche voi?
rumore-fuori;;;user-input;Non ho sentito cosa hai detto per via del rumore
rumore-fuori;;;user-input;L'allarme dei vicini è fastidioso
rumore-fuori;;;user-input;cosa può essere a quest'ora?
rumore-fuori;;;user-input;C'è stato un rumore inquietante! 
rumore-fuori;;;user-input;ma che combinano i vicini
rumore-fuori;;;user-input;Hai sentito anche tu, Alfred? 
rumore-fuori;;;user-input;C’è qualcosa di insolito fuori
rumore-fuori;;;user-input;Staranno facendo dei lavori?
rumore-fuori;;;user-input;Cos'era quel rumore?
rumore-fuori;;;user-input;C'è caos proveniente dall'esterno
rumore-fuori;;;user-input;Hai sentito?
rumore-fuori;;;user-input;Cos'è questo rumore?
rumore-fuori;;;user-input;Cos'è questo rumore!
rumore-fuori;;;user-input;Che cos'è tutta questa confusione?
rumore-fuori;;;user-input;Mi è parso di sentire un rumore venire da fuori
rumore-fuori;;;user-input;Che spavento. Non me lo aspettavo
rumore-fuori;;;user-input;Che succede fuori?
rumore-fuori;;;user-input;Anche oggi devono fare i lavori!
rumore-fuori;;;user-input;Ci sarà stato un incidente?
rumore-fuori;;;user-input;mi è sembrato di sentire uno strano rumore
rumore-fuori;;;user-input;È caduto qualcosa? 
rumore-fuori;;;user-input;che succede là fuori?
rumore-fuori;;;user-input;Cos'è è stato, Alfred? 
rumore-fuori;;;user-input;Ho sentito un rumore, cosa sarà?
rumore-fuori;;;user-input;Cosa sarà a fare questo rumore?
rumore-fuori;;;user-input;Oddio che spavento quel rumore
rumore-fuori;;;user-input;Stanno schiamazzando qua intorno
rumore-fuori;;;user-input;Che cavolo è stato?
rumore-fuori;;;user-input;Cosa è stato questo rumore?
rumore-fuori;;;user-input;Che spavento!
rumore-fuori;;;user-input;Mi chiedo che cosa stia succedendo.
rumore-fuori;;;user-input;Mi è parso di sentire qualcuno qua fuori
rumore-fuori;;;user-input;Avete visto quel lampo tutto ad un tratto ?
rumore-fuori;;;user-input;Cos'era quel rumore?
rumore-fuori;;;user-input;Forse è caduto qualcosa fuori
rumore-fuori;;;user-input;Sembra uno sparo
rumore-fuori;;;user-input;che botta!
rumore-fuori;;;user-input;Che cos'è stato quel frastuono? 
rumore-fuori;;;user-input;ma cosa c'è fuori dalla finestra
rumore-fuori;;;user-input;Questo rumore mi snerva
rumore-fuori;;;user-input;Bisogna andare a controllare fuori, ho sentito qualcosa di strano
rumore-fuori;;;user-input;Non si può mai stare tranquilli.
;;;;
odore-sgradevole;;;user-input;Cos'è questa puzza?
odore-sgradevole;;;user-input;C'è odore sgradevole
odore-sgradevole;;;user-input;Senti questo odore ?
odore-sgradevole;;;user-input;C'è puzza
odore-sgradevole;;;user-input;Che puzza!
odore-sgradevole;;;user-input;Che odoraccio!
odore-sgradevole;;;user-input;C'è un cattivo odore in questa stanza
odore-sgradevole;;;user-input;Che puzza
odore-sgradevole;;;user-input;Che puzza
odore-sgradevole;;;user-input;Che puzza
odore-sgradevole;;;user-input;Che puzza
odore-sgradevole;;;user-input;c'è un cattivo odore
odore-sgradevole;;;user-input;C'è un cattivo odore in sala
odore-sgradevole;;;user-input;che puzza
odore-sgradevole;;;user-input;Ma che puzza 
odore-sgradevole;;;user-input;Che fetore! 
odore-sgradevole;;;user-input;Che puzza.
odore-sgradevole;;;user-input;Che odoraccio!
odore-sgradevole;;;user-input;In questa casa non si respira dal tanfo
odore-sgradevole;;;user-input;Che puzza!
odore-sgradevole;;;user-input;C'è qualcosa che puzza
odore-sgradevole;;;user-input;Cos'è questo odore?
odore-sgradevole;;;user-input;Mi chiedo da dove arrivi quest'odore.
odore-sgradevole;;;user-input;Non c'è un buon odore
odore-sgradevole;;;user-input;Che odore di fogna qui dentro
odore-sgradevole;;;user-input;Che è questa puzza?
odore-sgradevole;;;user-input;Soffoco
odore-sgradevole;;;user-input;Il cavolo è cotto
odore-sgradevole;;;user-input;sembra di essere in una fogna
odore-sgradevole;;;user-input;C'è qualcosa che puzza in cucina 
odore-sgradevole;;;user-input;non sarà mica andato a male qualcosa
odore-sgradevole;;;user-input;Ma da dove arriva questo odore
odore-sgradevole;;;user-input;L’odore qui dentro è insopportabile
